iter	RMSE
562	4426.85279
563	4426.38687
564	4426.129119
565	4425.848092
566	4425.47152
567	4425.140408
568	4424.352331
569	4423.809188
570	4423.32437
571	4422.89178
572	4422.447959
573	4422.227993
574	4421.97643
575	4421.617997
576	4420.980327
577	4420.286173
578	4419.438193
579	4419.037307
580	4418.532149
581	4417.882724
582	4417.452554
583	4416.931591
584	4416.606522
585	4416.087154
586	4415.748812
587	4415.248143
588	4415.03062
589	4414.776227
590	4414.11305
591	4413.740293
592	4412.9527
593	4412.465324
594	4412.167644
595	4411.756086
596	4411.286004
597	4411.007708
598	4410.136041
599	4409.767193
600	4409.420493
601	4409.154235
602	4408.900106
603	4408.51136
604	4408.211838
605	4407.902943
606	4407.47579
607	4407.077034
608	4406.720756
609	4406.241036
610	4405.889515
611	4405.679784
612	4405.328152
613	4404.866589
614	4404.539569
615	4403.915537
616	4403.61402
617	4403.289532
618	4402.959256
619	4402.530203
620	4402.080201
621	4401.72373
622	4401.463774
623	4401.118787
624	4400.414691
625	4399.898389
626	4399.436191
627	4399.168882
628	4398.78071
629	4398.419553
630	4398.157234
631	4397.381678
632	4397.039828
633	4396.420211
634	4396.224176
635	4395.902898
636	4395.568219
637	4395.328018
638	4395.07823
639	4394.4482
640	4394.121415
641	4393.762647
642	4393.405551
643	4393.179041
644	4392.757791
645	4392.402903
646	4392.060167
647	4391.710683
648	4391.475591
649	4391.051621
650	4390.541644
651	4390.195264
652	4389.973851
653	4389.400502
654	4388.898325
655	4388.443521
656	4387.949409
657	4387.669623
658	4387.270194
659	4387.026681
660	4386.652935
661	4386.413466
662	4386.234641
663	4385.928053
664	4385.629339
665	4385.188225
666	4384.975831
667	4384.428554
668	4384.085612
669	4383.787447
670	4383.263427
671	4383.121794
672	4382.822082
673	4382.594792
674	4382.282404
675	4381.888441
676	4381.099608
677	4380.599796
678	4380.299957
679	4379.708965
680	4379.348801
681	4378.959177
682	4378.513148
683	4378.36306
684	4378.051179
685	4377.54125
686	4377.197821
687	4376.857179
688	4376.529304
689	4376.345616
690	4375.578603
691	4375.296029
692	4374.755135
693	4374.462646
694	4374.207951
695	4373.984486
696	4373.708826
697	4373.476495
698	4373.101465
699	4372.539964
700	4372.177951
701	4371.914814
702	4371.774385
703	4371.577052
704	4371.169985
705	4370.943831
706	4370.78012
707	4370.507966
708	4370.142395
709	4369.614084
710	4369.477811
711	4369.120858
712	4368.707196
713	4368.454419
714	4368.163483
715	4367.501894
716	4367.27685
717	4367.023769
718	4366.585448
719	4366.369405
720	4366.135768
721	4365.920256
722	4365.568702
723	4365.298753
724	4365.11434
725	4364.49425
726	4364.007322
727	4363.712545
728	4363.441576
729	4363.194626
730	4362.94489
731	4362.554896
732	4362.152117
733	4361.81981
734	4361.612626
735	4361.047971
736	4360.864805
737	4360.677257
738	4360.503792
739	4360.007285
740	4359.872439
741	4359.465223
742	4359.167385
743	4358.872184
744	4358.22866
745	4357.697715
746	4357.302794
747	4356.961555
748	4356.781742
749	4356.610477
750	4356.402454
751	4356.310514
752	4355.922684
753	4355.744087
754	4355.377014
755	4355.103601
756	4354.742793
757	4354.467803
758	4354.154312
759	4353.987499
760	4353.758143
761	4353.600331
762	4353.256269
763	4353.040705
764	4352.949326
765	4352.73384
766	4352.433143
767	4352.221681
768	4351.943105
769	4351.281458
770	4350.788381
771	4350.491704
772	4350.139981
773	4349.919361
774	4349.615487
775	4349.19376
776	4348.921345
777	4348.508772
778	4348.319729
779	4348.1604
780	4347.952885
781	4347.466837
782	4347.208626
783	4347.01817
784	4346.924681
785	4346.564864
786	4346.231664
787	4345.997769
788	4345.653009
789	4345.398473
790	4345.174612
791	4344.953629
792	4344.311201
793	4344.067902
794	4343.724411
795	4343.390559
796	4342.944146
797	4342.772664
798	4342.461955
799	4342.161092
800	4341.965594
801	4341.820947
802	4341.691961
803	4341.23038
804	4340.65445
805	4340.2027
806	4340.071286
807	4339.490336
808	4339.189902
809	4338.891387
810	4338.575137
811	4338.169022
812	4337.724792
813	4337.634827
814	4337.432723
815	4337.13053
816	4336.814442
817	4336.608264
818	4336.428875
819	4336.024602
820	4335.744979
821	4335.410379
822	4335.326002
823	4335.128031
824	4334.71251
825	4334.485906
826	4334.25878
827	4333.884244
828	4333.233568
829	4333.12717
830	4332.923493
831	4332.697889
832	4332.385626
833	4332.201318
834	4331.676055
835	4331.478547
836	4331.284001
837	4330.961379
838	4330.559752
839	4330.149381
840	4329.690664
841	4329.604905
842	4329.424362
843	4328.99568
844	4328.829492
845	4328.2607
846	4328.067494
847	4327.751771
848	4327.546714
849	4327.3137
850	4327.088166
851	4326.58268
852	4326.372755
853	4325.965801
854	4325.814977
855	4325.365759
856	4325.054715
857	4324.773177
858	4324.618198
859	4324.134909
860	4323.919456
861	4323.323682
862	4323.177474
863	4322.906592
864	4322.655859
865	4322.509888
866	4322.126747
867	4321.822807
868	4321.378033
869	4321.177956
870	4321.031955
871	4320.673401
872	4320.469495
873	4320.167682
874	4320.005221
875	4319.819946
876	4319.577284
877	4319.283219
878	4319.124808
879	4318.919232
880	4318.524559
881	4318.250367
882	4318.080074
883	4317.856736
884	4317.569042
885	4317.174258
886	4316.958063
887	4316.558931
888	4316.256203
889	4316.032549
890	4315.743806
891	4315.458328
892	4315.201263
893	4315.068295
894	4314.901103
895	4314.741443
896	4314.624216
897	4314.275725
898	4313.963407
899	4313.725078
900	4313.326182
901	4313.170505
902	4312.985885
903	4312.84984
904	4312.664943
905	4312.594497
906	4312.370962
907	4312.222911
908	4312.073395
909	4311.893179
910	4311.685568
911	4311.476988
912	4311.078984
913	4310.666598
914	4310.557234
915	4310.285605
916	4309.715625
917	4309.325103
918	4309.060925
919	4308.91882
920	4308.373713
921	4307.994178
922	4307.856034
923	4307.606286
924	4307.340245
925	4307.138551
926	4306.989086
927	4306.845865
928	4306.503164
929	4306.105977
930	4306.002662
931	4305.757538
932	4305.476315
933	4305.253077
934	4305.110772
935	4304.704972
936	4304.429484
937	4304.294842
938	4304.049679
939	4303.916378
940	4303.765
941	4303.541781
942	4303.390754
943	4303.202133
944	4302.94433
945	4302.55933
946	4302.34345
947	4302.018493
948	4301.83273
949	4301.686425
950	4301.546473
951	4301.414073
952	4301.264601
953	4301.09458
954	4300.817083
955	4300.628911
956	4300.47023
957	4300.217408
958	4300.050309
959	4299.996985
960	4299.751384
961	4299.545556
962	4299.060686
963	4298.827685
964	4298.677273
965	4298.404495
966	4298.031102
967	4297.729159
968	4297.480467
969	4297.403187
970	4296.805881
971	4296.560053
972	4296.026416
973	4295.439737
974	4294.938655
975	4294.772401
976	4294.647097
977	4294.50396
978	4294.090496
979	4293.616036
980	4292.892629
981	4292.524334
982	4292.124578
983	4291.944547
984	4291.746444
985	4291.376342
986	4291.263926
987	4290.885612
988	4290.494905
989	4290.09088
990	4289.624131
991	4289.276538
992	4288.952553
993	4288.590731
994	4288.352782
995	4288.255317
996	4287.863589
997	4287.500101
998	4287.368851
999	4286.910261
